club_id,club,division,venue,asset,bytes,sha256,source_pack
kharova-2-torstadt,Torstadt,Kharovan Iron Division,Torstadt Iron Bastion,assets/quidditch-engine/arenas/clubs/kharova-2-torstadt.webp,88930,f2c9da8704b322a5dc1e15c65a0c016e0bf245c3b33da28b7adc68d4ce7299b2,kharovan-iron-division-stadiums
kharova-2-weisshafen,Weisshafen,Kharovan Iron Division,Weisshafen Iron Bastion,assets/quidditch-engine/arenas/clubs/kharova-2-weisshafen.webp,250732,fd3e8660312d4f80c17727c247eb8129b0bfd559613236cbcac2793134d0abce,kharovan-iron-division-stadiums
kharova-2-westervale,Westervale,Kharovan Iron Division,Westervale Iron Bastion,assets/quidditch-engine/arenas/clubs/kharova-2-westervale.webp,220194,c65b2321fd4369dafe1dd80b223a5c6fa996be1594d777c478cffebd91877720,kharovan-iron-division-stadiums
kharova-3-adlerfeld,Adlerfeld,Kharovan Foundry League,Adlerfeld Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-adlerfeld.webp,253806,446bbdead90c70109bcb604c76249f61c0a15b90ddbc9f00ef9f5a4f93e8e467,kharovan-foundry-league-stadiums
kharova-3-brannsee,Brannsee,Kharovan Foundry League,Brannsee Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-brannsee.webp,282304,52988c51a3de72251477f1f7c8266c8f8277bc0c72b313ba46958a187c2d5e78,kharovan-foundry-league-stadiums
kharova-3-dornbruck,Dornbruck,Kharovan Foundry League,Dornbruck Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-dornbruck.webp,213192,401b81c74976b7f2d811836f7ccf0392d40358306bce5ded49b2b2476a1f9daa,kharovan-foundry-league-stadiums
kharova-3-eberstadt,Eberstadt,Kharovan Foundry League,Eberstadt Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-eberstadt.webp,241214,e03d627301ae0f8be9085590f8c4a049103c570725073f07443c454041404fec,kharovan-foundry-league-stadiums
kharova-3-frosthafen,Frosthafen,Kharovan Foundry League,Frosthafen Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-frosthafen.webp,270368,cd3a6ab5995a8bce25a6b222ca2e9f8947810a2514e2961dc2f80e7eea784df3,kharovan-foundry-league-stadiums
kharova-3-gelbmark,Gelbmark,Kharovan Foundry League,Gelbmark Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-gelbmark.webp,243058,774e94631643a8a044ca5de1c1ce6a8fd54b0c2ae237cc925abfec09a7c9522d,kharovan-foundry-league-stadiums
kharova-3-hirschwald,Hirschwald,Kharovan Foundry League,Hirschwald Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-hirschwald.webp,306216,eb74b25a542881ccde9b7d263fa77cad66494cf0c4f8c3ce50ab6a8dceeeac20,kharovan-foundry-league-stadiums
kharova-3-kesselmoor,Kesselmoor,Kharovan Foundry League,Kesselmoor Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-kesselmoor.webp,204990,1a3c4e281154e56eaf94725eddcd94b3078f4ed64800511539ed180343455d7c,kharovan-foundry-league-stadiums
kharova-3-kranichsee,Kranichsee,Kharovan Foundry League,Kranichsee Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-kranichsee.webp,185082,221535b6141a1c9dc69d3d35b1a40b2cfee0831bd722a029f8f18b5c6adb4b58,kharovan-foundry-league-stadiums
kharova-3-mooskirch,Mooskirch,Kharovan Foundry League,Mooskirch Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-mooskirch.webp,261952,c5a44a1fc628d4cf65f1424a256abb9df44fb6df3a202d6cb226fd6b077b6cd3,kharovan-foundry-league-stadiums
kharova-3-ostbruck,Ostbruck,Kharovan Foundry League,Ostbruck Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-ostbruck.webp,273506,9c8ab1c6dae8534900b9f2b6713df9085f833c70189861d5fc89f25904fe8580,kharovan-foundry-league-stadiums
kharova-3-rotsund,Rotsund,Kharovan Foundry League,Rotsund Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-rotsund.webp,69608,85ee984c60e856ea67b64a4fbdc2a87e256a4a34533c99771247d728c9cfd250,kharovan-foundry-league-stadiums
kharova-3-schieferfeld,Schieferfeld,Kharovan Foundry League,Schieferfeld Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-schieferfeld.webp,83802,6e56d78e95d6426af7ad6eca25e8d129ced57339fb8864ae64e0117fc145d313,kharovan-foundry-league-stadiums
kharova-3-steinau,Steinau,Kharovan Foundry League,Steinau Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-steinau.webp,309826,b3550d07f817718e23796cb592eae9eedf667b7c5264086200913dcaf0ac5417,kharovan-foundry-league-stadiums
kharova-3-tiefenwald,Tiefenwald,Kharovan Foundry League,Tiefenwald Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-tiefenwald.webp,303412,b370b4432508d677e84f7864ed9e872054e4466d7fa3584eca3c5282ad591a8c,kharovan-foundry-league-stadiums
kharova-3-unterhalden,Unterhalden,Kharovan Foundry League,Unterhalden Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-unterhalden.webp,346070,4b9b80de657a8e564738bf1b9cfc070160871593c0e9298a36ead250f5dcd507,kharovan-foundry-league-stadiums
kharova-3-velden,Velden,Kharovan Foundry League,Velden Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-velden.webp,260020,1383c6eab041b36b8c2ff9bbc95fa17ace02374c08b9c56f576d22cb9efaa590,kharovan-foundry-league-stadiums
kharova-3-waldtor,Waldtor,Kharovan Foundry League,Waldtor Foundry Ground,assets/quidditch-engine/arenas/clubs/kharova-3-waldtor.webp,328610,a5c81bf9a6a5131204fbc78e0f6d757e532a984c32128f7d0fd3ba317179f3c4,kharovan-foundry-league-stadiums
kharova-4-amselheim,Amselheim,Kharovan Regional League,Amselheim Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-amselheim.webp,329244,4f2660e26d9de2dfdae41dd69b8d295dccefdd9ded22e2dfc79e7e86cd9eb808,kharovan-regional-league-stadiums
kharova-4-birkenstadt,Birkenstadt,Kharovan Regional League,Birkenstadt Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-birkenstadt.webp,384800,30f633b634a10379b6ce7c4c2c366ddb80626782490d5ba94d169087fc18d66d,kharovan-regional-league-stadiums
kharova-4-brennau,Brennau,Kharovan Regional League,Brennau Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-brennau.webp,244286,8a50cc156bf76982a2b844067489e249c980a78546220054f4c6bbf4180e13c0,kharovan-regional-league-stadiums
kharova-4-eichental,Eichental,Kharovan Regional League,Eichental Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-eichental.webp,371914,0757ba52fc93331b2f1e78283805454a1a83500915f2135b2b8a77b5fdaf6610,kharovan-regional-league-stadiums
kharova-4-eisenfeld,Eisenfeld,Kharovan Regional League,Eisenfeld Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-eisenfeld.webp,262078,1805ebffe2fc6d2152683fbe1619521bffffdcc8ca09b595ef679e5f3cfd9c08,kharovan-regional-league-stadiums
kharova-4-fahlenberg,Fahlenberg,Kharovan Regional League,Fahlenberg Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-fahlenberg.webp,223704,6f48ae1e5d3ad746b8767f6bf458fdabfe3d1942d6395cda610266d27e41cbf6,kharovan-regional-league-stadiums
kharova-4-gildenheim,Gildenheim,Kharovan Regional League,Gildenheim Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-gildenheim.webp,328520,cd0f8e3281214e06e6e39d074e7d22faa364d752b258fa665cf04528146ce2df,kharovan-regional-league-stadiums
kharova-4-hochmoor,Hochmoor,Kharovan Regional League,Hochmoor Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-hochmoor.webp,218574,ce4ad2f7c49a5ebe81d79f85155dfb3a16d964ca3d568414b3f924cfa14a9d70,kharovan-regional-league-stadiums
kharova-4-karstbruck,Karstbruck,Kharovan Regional League,Karstbruck Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-karstbruck.webp,378034,7469d7af2f1c39d91af56128a573fa9f8dba591ea3351ef5c9c9594b019f945b,kharovan-regional-league-stadiums
kharova-4-kleinbruck,Kleinbruck,Kharovan Regional League,Kleinbruck Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-kleinbruck.webp,276752,42d603d8d266150678dd635e7164153bc3848f1eee2d72f597ed4c13b9638e09,kharovan-regional-league-stadiums
kharova-4-kreuzhafen,Kreuzhafen,Kharovan Regional League,Kreuzhafen Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-kreuzhafen.webp,274262,fbd984880afc6b6bda14894df1be42bd14e6b512c5e6c9c06ba14bf7c413c921,kharovan-regional-league-stadiums
kharova-4-larkwald,Larkwald,Kharovan Regional League,Larkwald Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-larkwald.webp,403536,0ef9e8f4fce8cd3defeb9a26de084675742c8bce84a9b37530991794aaadd94c,kharovan-regional-league-stadiums
kharova-4-moorstadt,Moorstadt,Kharovan Regional League,Moorstadt Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-moorstadt.webp,159824,602b99a1e424b1f1853f5acdc6ee995d5a7e8efdaa80f0ae4799b1442cea227f,kharovan-regional-league-stadiums
kharova-4-nordkirch,Nordkirch,Kharovan Regional League,Nordkirch Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-nordkirch.webp,255164,f597ae009260c0394dab5ce2aa87aa364b47b8e15f8fa7039d58f8427c3fb965,kharovan-regional-league-stadiums
kharova-4-rabenau,Rabenau,Kharovan Regional League,Rabenau Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-rabenau.webp,224210,89e5d9b0434f4d8f20fbd418f81f5e63558203702ada50cd8bfcf7f1e90b5094,kharovan-regional-league-stadiums
kharova-4-sudhafen,Sudhafen,Kharovan Regional League,Sudhafen Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-sudhafen.webp,341208,eedea5dbcc445538f0d3851d1fe56304acb754d45fe46a3e5c8c2f9ecc91bf82,kharovan-regional-league-stadiums
kharova-4-tannenmere,Tannenmere,Kharovan Regional League,Tannenmere Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-tannenmere.webp,231762,5c4eb169141e7f3cef8d79190c82c74bc4130643d76cebd67f1c63a8e07069f5,kharovan-regional-league-stadiums
kharova-4-windenfeld,Windenfeld,Kharovan Regional League,Windenfeld Regional Fortress,assets/quidditch-engine/arenas/clubs/kharova-4-windenfeld.webp,359194,cdf2714bfa23895aa62769655c438f72939f3efea61d3f2117179c38852c5c41,kharovan-regional-league-stadiums
krag-mere,Krag Mere,Velmora Championship,The High Basin,assets/quidditch-engine/arenas/clubs/krag-mere.webp,278924,dc18856a28ac6da9896f5dbe426288bb152ef88def523915d105bdd6321ba0de,Velmora_Championship_Stadiums_18_Map_Set(1)
liora-bank,Liora Bank,Velmora Championship,Bankfield,assets/quidditch-engine/arenas/clubs/liora-bank.webp,324728,6231a6b122e10f39830e9eb49a20ee5b427e75e6922d3abe29c358580fc66987,Velmora_Championship_Stadiums_18_Map_Set(1)
maraz-square,Maraz Square,Velmora League One,The Covered Court,assets/quidditch-engine/arenas/clubs/maraz-square.webp,536502,ed97f995f302d5033024d42ce3fce31c8698dcc7b6264e9e3605b772aa9b0ca3,Velmora_League_One_Stadiums_18_Map_Set(1)
marenza,Marenza,Repo Sports League,Porto Marenza,assets/quidditch-engine/arenas/clubs/marenza.webp,417596,1e003135308c940b50ebae1fb3b4dd5212a4e4949be772293bd4cf062b04b6d2,Repo_Sports_League_18_Stadiums_First_Pass_v1
mavrek-pit,Mavrek Pit,Velmora League Two,The Deep Ring,assets/quidditch-engine/arenas/clubs/mavrek-pit.webp,314136,8eaa1e0b92158be0ea1a82d9b4ad4c5bf88ee8bc2c6f5eafc1912de8271112bc,Velmora_League_Two_Stadiums_18_Map_Set(1)
miraj-coast,Miraj Coast,Velmora Championship,The Saltwind,assets/quidditch-engine/arenas/clubs/miraj-coast.webp,266898,c395552d2a5a81cd171f0949e2bc1782e500cf094c270b73b5cb3fb72b132a63,Velmora_Championship_Stadiums_18_Map_Set(1)
montclair-steps,Montclair Steps,Velmora Championship,The High Terrace,assets/quidditch-engine/arenas/clubs/montclair-steps.webp,382940,a2cf44fef81457b3a214e4389af9d71ba60c5266107dbffc9530fd1f343f31ad,Velmora_Championship_Stadiums_18_Map_Set(1)
morrow-quay,Morrow Quay,Velmora Championship,Customs Field,assets/quidditch-engine/arenas/clubs/morrow-quay.webp,276792,b03a8da8460cba8a7d357bd738b62debf9fbe1d7fb04d040a7543b7f609c6bd4,Velmora_Championship_Stadiums_18_Map_Set(1)
mossbarrow,Mossbarrow,Velmora League Two,Barrow Side,assets/quidditch-engine/arenas/clubs/mossbarrow.webp,336884,4a2ae3e47b11b9d1c9cc20fa725f1477f9ed7975e78aa9b607478c488c975f03,Velmora_League_Two_Stadiums_18_Map_Set(1)
namaris,Namaris,Velmora League One,New Basin Arena,assets/quidditch-engine/arenas/clubs/namaris.webp,357940,6d937d66f45997e4387b98732d158459407dc63ec5a919b341e07b3fc7006027,Velmora_League_One_Stadiums_18_Map_Set(1)
naskor,Naskor,Repo Sports League,The Lantern,assets/quidditch-engine/arenas/clubs/naskor.webp,372038,f34a5e7a2b1119d49fc76b03468536d9aaf6de05d7f2a550648741abba88c1f1,Repo_Sports_League_18_Stadiums_First_Pass_v1
nyrgate,Nyrgate,Velmora Championship,Northlight Bowl,assets/quidditch-engine/arenas/clubs/nyrgate.webp,389420,409f15118eb8c7eb81a48bd20e5f3cb4921e7bbc911a3ae62c02977479ebe40a,Velmora_Championship_Stadiums_18_Map_Set(1)
orduk-line,Orduk Line,Velmora League One,Junction Field,assets/quidditch-engine/arenas/clubs/orduk-line.webp,232798,9345baef9eaddeb8cf7188c2873427c27e942bff83110f0cf1e155e37da6fb66,Velmora_League_One_Stadiums_18_Map_Set(1)
orsanne,Orsanne,Repo Sports League,Rosewater,assets/quidditch-engine/arenas/clubs/orsanne.webp,431108,e838ea576d61c2b44a144e9fd4bb569edbaa200706af0967689f3f44617b1206,Repo_Sports_League_18_Stadiums_First_Pass_v1
ossa-mere,Ossa Mere,Repo Sports League,Mere Gardens,assets/quidditch-engine/arenas/clubs/ossa-mere.webp,389458,645d92ac87fd248479631c6fed570ee7dda9bf425e6b7e1a3b7a89f74f3640f5,Repo_Sports_League_18_Stadiums_First_Pass_v1
porto-ciro,Porto Ciro,Velmora League One,Ciro Docks,assets/quidditch-engine/arenas/clubs/porto-ciro.webp,435866,e9e7485f90caacad8d0891e487e92b1d1057f0f17571e251c3ada1bb05ea20d8,Velmora_League_One_Stadiums_18_Map_Set(1)
qadira-wells,Qadira Wells,Velmora League Two,Three Wells Ground,assets/quidditch-engine/arenas/clubs/qadira-wells.webp,316050,be1c93624c003bd98c73cdf1df192ae24236650a3fe7315a937dbc187fcd4038,Velmora_League_Two_Stadiums_18_Map_Set(1)
qasra-crown,Qasra Crown,Velmora Championship,Crown Court,assets/quidditch-engine/arenas/clubs/qasra-crown.webp,457078,e8501c43cd53dcfa1a281d5f1a9358594c061519d95b785c950913d01b1ba8b8,Velmora_Championship_Stadiums_18_Map_Set(1)
redenna,Redenna,Velmora League Two,Kiln Park,assets/quidditch-engine/arenas/clubs/redenna.webp,330974,311ebfbc6dfe838b65aa82e1f81d9ef59b200f3d8206ca099c8d7fba73dac4e6,Velmora_League_Two_Stadiums_18_Map_Set(1)
redwick,Redwick,Velmora League One,Kiln Lane,assets/quidditch-engine/arenas/clubs/redwick.webp,223372,cfb120b5bdb00123065bec4f76959033f0f6a560b8cd093cbea98dc7411740b7,Velmora_League_One_Stadiums_18_Map_Set(1)
roskar,Roskar,Velmora League One,Border Field,assets/quidditch-engine/arenas/clubs/roskar.webp,220478,8c81fff9412f7f8318072068d10cc4708b8e6b7fc3491d9954bbf113ed2e8406,Velmora_League_One_Stadiums_18_Map_Set(1)
rova-end,Rova End,Repo Sports League,Lastlight,assets/quidditch-engine/arenas/clubs/rova-end.webp,485008,3e1ba4927911737344d9a4b43dff3f0bbfe46cef4f2fde33f0cd1bcc46a572e8,Repo_Sports_League_18_Stadiums_First_Pass_v1
rovar-dock,Rovar Dock,Velmora League One,Crane Yard,assets/quidditch-engine/arenas/clubs/rovar-dock.webp,350108,13ce9a0c67c7308510187373a1a6a83ac29d2afdb0a85123d52b9f66d13cd9db,Velmora_League_One_Stadiums_18_Map_Set(1)
sablefen,Sablefen,Velmora League Two,Fen Ferry Ground,assets/quidditch-engine/arenas/clubs/sablefen.webp,237338,22dfa77a5fed4a5bec2aa649f1b860dcf6e6aded1c658808cc563b9869ca8684,Velmora_League_Two_Stadiums_18_Map_Set(1)
sahir-gate,Sahir Gate,Velmora Championship,Western Arch,assets/quidditch-engine/arenas/clubs/sahir-gate.webp,314618,88dc741ed2811f76e3a103a247af7b41acc3339cf2d1cccbd7d09ee9cc0b3845,Velmora_Championship_Stadiums_18_Map_Set(1)
saint-ciro,Saint Ciro,Repo Sports League,Basilica Ciro,assets/quidditch-engine/arenas/clubs/saint-ciro.webp,467556,fd74f6589344bc3566c4d8400695aa17217c1ab4627171cee37ffe4e90bf5866,Repo_Sports_League_18_Stadiums_First_Pass_v1
san-terva,San Terva,Velmora League Two,Terva Close,assets/quidditch-engine/arenas/clubs/san-terva.webp,366292,dd2fc38e1f802f6ed355952bc9079ba3b474314ea0afcaaaa5a4110a6d56fac2,Velmora_League_Two_Stadiums_18_Map_Set(1)
seluq,Seluq,Velmora League One,Crossroads Arena,assets/quidditch-engine/arenas/clubs/seluq.webp,404354,8f661c2159c390f05d365c940c5b689a18199f468e6776d00e23248ef45006c2,Velmora_League_One_Stadiums_18_Map_Set(1)
serevan,Serevan,Velmora League One,Measure Field,assets/quidditch-engine/arenas/clubs/serevan.webp,340122,80c59eeb3c4eb0826adff5c9c3d201aecddc667cb5ade37c01f5d9bb1fb33ef0,Velmora_League_One_Stadiums_18_Map_Set(1)
skarholt,Skarholt,Repo Sports League,Axe Ridge,assets/quidditch-engine/arenas/clubs/skarholt.webp,454848,7d7ccf321d5d095c33be37182276ba64c2a152016a9b4bae15a87a22567f0244,Repo_Sports_League_18_Stadiums_First_Pass_v1
solmere,Solmere,Velmora League One,Academy Mere,assets/quidditch-engine/arenas/clubs/solmere.webp,391324,5f4fbb6f33389da6bebfd52eb2a188e6fa51c81abc92746cf0190a7eb54d41ee,Velmora_League_One_Stadiums_18_Map_Set(1)
sorevane,Sorevane,Velmora Championship,Vane National,assets/quidditch-engine/arenas/clubs/sorevane.webp,317048,6d4d6326b0e533452a673ba01b392869c908ef10ccdb2320241fd8229a2bfddc,Velmora_Championship_Stadiums_18_Map_Set(1)
talun-cross,Talun Cross,Repo Sports League,Fourways,assets/quidditch-engine/arenas/clubs/talun-cross.webp,380468,736942d14267cc63ea1569b125b84cf8495afffaef344ffc763a3da68f8f80a0,Repo_Sports_League_18_Stadiums_First_Pass_v1
thornmere,Thornmere,Velmora League One,Needle Park,assets/quidditch-engine/arenas/clubs/thornmere.webp,428602,abf04fcaf5425bbc1d5c06947d6ad3bf0b7d9831787f579c0d5c9b2b899be155,Velmora_League_One_Stadiums_18_Map_Set(1)
ulven-reach,Ulven Reach,Velmora League Two,Wolfpass Field,assets/quidditch-engine/arenas/clubs/ulven-reach.webp,375324,b7be560283377a359fbbdc3fff73022a553f92c4402386bb2733888b892e313a,Velmora_League_Two_Stadiums_18_Map_Set(1)
valenne,Valenne,Velmora Championship,Galerie Park,assets/quidditch-engine/arenas/clubs/valenne.webp,400264,3a33876bdc5a84bebb1e4f3f103e43cbfcdd0fe18b39e2b5e3eab81f960c478d,Velmora_Championship_Stadiums_18_Map_Set(1)
valeron,Valeron,Velmora Championship,Founders Lawn,assets/quidditch-engine/arenas/clubs/valeron.webp,385768,7440f1661fe105981664529b84035e76a1c9ccd02093ac8dc65fca481b6212f4,Velmora_Championship_Stadiums_18_Map_Set(1)
varka-fell,Varka Fell,Repo Sports League,Fell Crown,assets/quidditch-engine/arenas/clubs/varka-fell.webp,321336,2835e45f7e59d71098115a23a047fdfa1582c3a84f345341f08fbce784da03e8,Repo_Sports_League_18_Stadiums_First_Pass_v1
vel-qadir,Vel Qadir,Velmora League Two,Provincial Bowl,assets/quidditch-engine/arenas/clubs/vel-qadir.webp,324026,9b1faaf6ffa4840e3591be8f342bced0e6036cc5b03b2a437348b71c927b0174,Velmora_League_Two_Stadiums_18_Map_Set(1)
verdant-rise,Verdant Rise,Velmora League One,Rise Park,assets/quidditch-engine/arenas/clubs/verdant-rise.webp,280934,2440e9e439902562767f99a86015ab46838aa36ae48992514d29ed3b98cc80f7,Velmora_League_One_Stadiums_18_Map_Set(1)
veyr-khor,Veyr Khor,Velmora League One,Orelands Ground,assets/quidditch-engine/arenas/clubs/veyr-khor.webp,428098,7f13b5604ee1f8e3f8351bfa4f1e0223906ab07ba123d177991d7607d27aaa8f,Velmora_League_One_Stadiums_18_Map_Set(1)
vostran,Vostran,Velmora League One,The Stamping Ground,assets/quidditch-engine/arenas/clubs/vostran.webp,330380,a97fd6e62a51ed76e8bfed4d97eec8a30fc43f7de5a15bd4ecd95880da6c6385,Velmora_League_One_Stadiums_18_Map_Set(1)
warmvein,Warmvein,Velmora League Two,Thermal Park,assets/quidditch-engine/arenas/clubs/warmvein.webp,313844,577a2a31d6a2ada892d30733a199bc1958f697cad0f2111b094a4e71e6e05276,Velmora_League_Two_Stadiums_18_Map_Set(1)
zafir-row,Zafir Row,Repo Sports League,The Saffron Bowl,assets/quidditch-engine/arenas/clubs/zafir-row.webp,537120,8d638d3584fa599d8df1d35dc18bb875c3730a5c1d346ba3faade1d92603ac44,Repo_Sports_League_18_Stadiums_First_Pass_v1
